,T,r,S,date,E,Cobs,name,Mat,iv,delta,vega,stock_amount,option_return,stock_return,portfolio_return
7842,0.6666666666666666,0.0016,0.5420499999999999,2010-04-28,0.56,0.023100000000000002,560-20101217,168,0.17300329072154466,0.43941436998824607,0.17452465566323905,-0.43941436998824607,0.0014500000000000034,-0.0018663929587231082,-0.00041639295872310483
7843,0.6626984126984127,0.0016,0.54876,2010-04-29,0.56,0.02535,560-20101217,167,0.16894864103107055,0.4717208877900043,0.17776961997446172,-0.43941436998824607,0.0022499999999999985,-0.002948470422621177,-0.0006984704226211786
7844,0.6587301587301587,0.0016,0.54028,2010-04-30,0.56,0.0233,560-20101217,166,0.17968229507751543,0.4342051797904496,0.17255288012352146,-0.43941436998824607,-0.0020499999999999997,0.0037262338575003457,0.001676233857500346
7845,0.6547619047619048,0.0016,0.5470499999999999,2010-05-03,0.56,0.02505,560-20101217,165,0.17282320314589925,0.46418670082694574,0.17588310903163026,-0.43941436998824607,0.001749999999999998,-0.0029748352848204007,-0.0012248352848204026
7846,0.6507936507936508,0.0016,0.53479,2010-05-04,0.56,0.02225,560-20101217,164,0.18829528939514006,0.4127660626088301,0.16798226594151136,-0.43941436998824607,-0.0028000000000000004,0.005387220176055869,0.002587220176055869
7847,0.6468253968253969,0.0016,0.53147,2010-05-05,0.56,0.0214,560-20101217,163,0.19187618541205348,0.3993683411563342,0.16506853643427485,-0.3993683411563342,-0.0008500000000000001,0.0014588557083609723,0.0006088557083609723
7848,0.6428571428571429,0.0016,0.5137999999999999,2010-05-06,0.56,0.01675,560-20101217,162,0.20381477472768997,0.33036959129932897,0.14925641178195562,-0.3993683411563342,-0.004649999999999998,0.007056838588232455,0.0024068385882324572
7849,0.6388888888888888,0.0014000000000000002,0.50675,2010-05-07,0.56,0.017,560-20101217,161,0.22188667733113723,0.31929799670198167,0.14471631053221565,-0.3993683411563342,0.0002500000000000002,0.002815546805152112,0.0030655468051521122
7850,0.6349206349206349,0.0014000000000000002,0.5274099999999999,2010-05-10,0.56,0.02085,560-20101217,160,0.20026800490304553,0.3857648882294663,0.16073441399056673,-0.3993683411563342,0.0038499999999999993,-0.008250949928289824,-0.004400949928289825
7851,0.6309523809523809,0.0014000000000000002,0.52555,2010-05-11,0.56,0.0193,560-20101217,159,0.19559408114324306,0.37248042121240965,0.15795927400837817,-0.3993683411563342,-0.0015499999999999993,0.0007428251145507707,-0.0008071748854492286
7852,0.626984126984127,0.0014000000000000002,0.53175,2010-05-12,0.56,0.0195,560-20101217,158,0.18266716673787622,0.38993519166889606,0.16154134824973226,-0.38993519166889606,0.0001999999999999988,-0.0024760837151692654,-0.0022760837151692666
7853,0.623015873015873,0.0014000000000000002,0.52532,2010-05-13,0.56,0.01805,560-20101217,157,0.1893963341023766,0.364273634178947,0.15575006549545176,-0.38993519166889606,-0.00145,0.0025072832824309765,0.0010572832824309766
7854,0.6190476190476191,0.0016,0.51619,2010-05-14,0.56,0.01635,560-20101217,156,0.19962826387256447,0.3322147667191502,0.1474746274337578,-0.38993519166889606,-0.0017000000000000001,0.00356010829993701,0.0018601082999370098
7855,0.6150793650793651,0.0016,0.5163300000000001,2010-05-17,0.56,0.0195,560-20101217,155,0.22111711656579483,0.3535316324963751,0.15053439305515343,-0.38993519166889606,0.00315,-5.4590926833656756e-05,0.003095409073166343
7856,0.6111111111111112,0.0016,0.50919,2010-05-18,0.56,0.01485,560-20101217,154,0.20608218323323776,0.3072058479539225,0.13987431010362864,-0.38993519166889606,-0.00465,0.0027841372685159316,-0.001865862731484068
7857,0.6071428571428571,0.0016,0.5072300000000001,2010-05-19,0.56,0.0152,560-20101217,153,0.21360265281294155,0.3065707400977631,0.13875608848547039,-0.3065707400977631,0.0003499999999999996,0.0007642729756710214,0.0011142729756710209
7858,0.6031746031746031,0.0016,0.48793000000000003,2010-05-20,0.56,0.013800000000000002,560-20101217,152,0.245653377482641,0.26708811228888485,0.12461621500072681,-0.3065707400977631,-0.0013999999999999985,0.00591681528388684,0.0045168152838868415
7859,0.5992063492063492,0.0017000000000000001,0.49431,2010-05-21,0.56,0.0116,560-20101217,151,0.2151309350371083,0.2546658179260501,0.12278436706596989,-0.3065707400977631,-0.0022000000000000023,-0.0019559213218237276,-0.00415592132182373
7860,0.5952380952380952,0.0017000000000000001,0.48811,2010-05-24,0.56,0.009949999999999999,560-20101217,150,0.21458523067530166,0.2293419449872745,0.11416596107336106,-0.3065707400977631,-0.0016500000000000004,0.0019007385886061431,0.0002507385886061427
7861,0.5912698412698413,0.0017000000000000001,0.48797,2010-05-25,0.56,0.0094,560-20101217,149,0.21071818103856077,0.2228750150091387,0.11192802569700253,-0.3065707400977631,-0.0005499999999999984,4.29199036136787e-05,-0.0005070800963863197
7863,0.5833333333333334,0.0017000000000000001,0.49907999999999997,2010-05-27,0.56,0.009,560-20101217,147,0.18642468715845975,0.2324770403439792,0.11643793754687234,-0.2324770403439792,-0.00040000000000000105,-0.0034060009224861337,-0.0038060009224861347
7867,0.5674603174603174,0.0017000000000000001,0.49804000000000004,2010-06-02,0.56,0.00845,560-20101217,143,0.18628553315159121,0.22406262396259946,0.11225296745746018,-0.2324770403439792,-0.0005500000000000001,0.00024177612195772208,-0.00030822387804227804
7876,0.5317460317460317,0.001,0.50259,2010-06-15,0.56,0.0074,560-20101217,134,0.17386474857854223,0.21606961525074814,0.1073943913348148,-0.2324770403439792,-0.0010499999999999989,-0.001057770533565092,-0.0021077705335650907
7962,0.19047619047619047,0.0013,0.53186,2010-10-13,0.56,0.0048,560-20101217,48,0.15542418452633888,0.23499753089101277,0.07133120789439322,-0.2324770403439792,-0.0026000000000000007,-0.006804602970868275,-0.009404602970868276
7963,0.1865079365079365,0.0013,0.5300199999999999,2010-10-14,0.56,0.0038,560-20101217,47,0.14831578178395344,0.20519620076463874,0.06507260470345444,-0.2324770403439792,-0.0009999999999999996,0.00042775775423293654,-0.0005722422457670631
7964,0.18253968253968253,0.0014000000000000002,0.5307799999999999,2010-10-15,0.56,0.0039,560-20101217,46,0.14900801408664097,0.21014592823532946,0.06538322605467976,-0.21014592823532946,9.999999999999983e-05,-0.00017668255066142022,-7.668255066142039e-05
7965,0.17857142857142858,0.0014000000000000002,0.53523,2010-10-18,0.56,0.0039,560-20101217,45,0.13605313125940693,0.22548819104747558,0.0679163206006714,-0.21014592823532946,0.0,-0.0009351493806472298,-0.0009351493806472298
7967,0.17063492063492064,0.0014000000000000002,0.53244,2010-10-20,0.56,0.0033,560-20101217,43,0.13906753917406878,0.1988815097796851,0.06136735151020491,-0.21014592823532946,-0.0005999999999999998,0.0005863071397765607,-1.3692860223439183e-05
7968,0.16666666666666666,0.0014000000000000002,0.53346,2010-10-21,0.56,0.00335,560-20101217,42,0.1381827645053883,0.20374345490995227,0.061651978196565,-0.21014592823532946,5.000000000000013e-05,-0.00021434884680004044,-0.0001643488468000403
7969,0.1626984126984127,0.0014000000000000002,0.53419,2010-10-22,0.56,0.00322,560-20101217,41,0.13529369195798516,0.20237084254249937,0.06075125938203907,-0.21014592823532946,-0.0001299999999999999,-0.00015340652761179228,-0.0002834065276117922
7970,0.15873015873015872,0.0014000000000000002,0.53488,2010-10-25,0.56,0.0040999999999999995,560-20101217,40,0.14870420101102425,0.22926244296721998,0.06459148049755682,-0.22926244296721998,0.0008799999999999993,-0.0001450006904823707,0.0007349993095176286
7971,0.15476190476190477,0.0014000000000000002,0.53537,2010-10-26,0.56,0.0035299999999999997,560-20101217,39,0.13978685552844533,0.2157933024464338,0.06167081562719604,-0.22926244296721998,-0.0005699999999999998,-0.0001123385970539356,-0.0006823385970539354
7973,0.14682539682539683,0.0014000000000000002,0.53427,2010-10-28,0.56,0.0032,560-20101217,37,0.1418325340391435,0.201997406900579,0.05765664218815318,-0.22926244296721998,-0.00032999999999999956,0.00025218868726393964,-7.781131273605993e-05
7974,0.14285714285714285,0.0013,0.53308,2010-10-29,0.56,0.0033,560-20101217,36,0.14981924144270872,0.2008992842328327,0.05656041663062233,-0.22926244296721998,9.999999999999983e-05,0.0002728223071309974,0.0003728223071309972
7975,0.1388888888888889,0.0013,0.53385,2010-11-01,0.56,0.0033599999999999997,560-20101217,35,0.15023430976633925,0.20527950360938274,0.05657375452810169,-0.22926244296721998,5.9999999999999724e-05,-0.00017653208108477049,-0.00011653208108477076
7976,0.1349206349206349,0.0013,0.53754,2010-11-02,0.56,0.0043,560-20101217,34,0.15430961556555198,0.24486154160613866,0.0620513980810699,-0.24486154160613866,0.0009400000000000003,-0.0008459784145490351,9.402158545096517e-05
7977,0.13095238095238096,0.0013,0.5402100000000001,2010-11-03,0.56,0.0039,560-20101217,33,0.13944026488771818,0.24685590702889382,0.06170378446943779,-0.24486154160613866,-0.0004000000000000002,-0.0006537803160884052,-0.0010537803160884053
7978,0.12698412698412698,0.0013,0.5507799999999999,2010-11-04,0.56,0.006900000000000001,560-20101217,32,0.13756251779898215,0.3779818349325293,0.07460865405889743,-0.24486154160613866,0.003000000000000001,-0.0025881864947768507,0.00041181350522315023
7979,0.12301587301587301,0.0013,0.5527000000000001,2010-11-05,0.56,0.00719,560-20101217,31,0.13362050549376808,0.4000819105666107,0.07489725165751904,-0.24486154160613866,0.00028999999999999946,-0.00047013415988382144,-0.00018013415988382198
7980,0.11904761904761904,0.0013,0.5516599999999999,2010-11-08,0.56,0.006549999999999999,560-20101217,30,0.13265230998961539,0.38148983979913104,0.07255937676188369,-0.24486154160613866,-0.0006400000000000008,0.0002546560032704214,-0.0003853439967295794
7981,0.11507936507936507,0.0013,0.54776,2010-11-09,0.56,0.0055,560-20101217,29,0.13977393010732764,0.3302529607237078,0.06731460754486895,-0.3302529607237078,-0.0010499999999999997,0.0009549600122639171,-9.503998773608259e-05
7982,0.1111111111111111,0.0013,0.54971,2010-11-10,0.56,0.0055,560-20101217,28,0.13240197324743108,0.3464662449510404,0.06761808611584984,-0.3302529607237078,0.0,-0.0006439932734112326,-0.0006439932734112326
7983,0.10714285714285714,0.0013,0.54644,2010-11-11,0.56,0.0040999999999999995,560-20101217,27,0.12921348033522295,0.2894084876806925,0.0611673973948926,-0.3302529607237078,-0.0014000000000000002,0.001079927181566523,-0.00032007281843347726
7984,0.10317460317460317,0.0013,0.54022,2010-11-12,0.56,0.0031,560-20101217,26,0.14213626067171078,0.22306501598184986,0.05178699479403723,-0.3302529607237078,-0.0009999999999999996,0.0020541734157014636,0.001054173415701464
7998,0.047619047619047616,0.0016,0.54752,2010-12-02,0.56,0.00235,560-20101217,12,0.14200868547515183,0.23905847922911344,0.037063088740344766,-0.3302529607237078,-0.0007499999999999998,-0.002410846613283058,-0.0031608466132830577
7999,0.04365079365079365,0.0016,0.5488200000000001,2010-12-03,0.56,0.00165,560-20101217,11,0.11952412395131315,0.2141000438287578,0.033422017524259155,-0.2141000438287578,-0.0007000000000000001,-0.0004293288489408462,-0.0011293288489408462
8001,0.03571428571428571,0.0016,0.5487799999999999,2010-12-07,0.56,0.0013,560-20101217,9,0.12049989427882812,0.19082373339437414,0.028218072007356144,-0.2141000438287578,-0.00035000000000000005,8.564001753182646e-06,-0.0003414359982468174
8002,0.031746031746031744,0.0016,0.5515599999999999,2010-12-08,0.56,0.0016,560-20101217,8,0.11754405043293881,0.23816714705843867,0.030422919631857216,-0.2141000438287578,0.00030000000000000014,-0.0005951981218439477,-0.00029519812184394757
8003,0.027777777777777776,0.0016,0.5539400000000001,2010-12-09,0.56,0.00185,560-20101217,7,0.11328403877263123,0.286214485764517,0.031407312707337987,-0.2141000438287578,0.00025,-0.0005095581043124777,-0.0002595581043124777
8004,0.023809523809523808,0.0014000000000000002,0.5572699999999999,2010-12-10,0.56,0.0029,560-20101217,6,0.11964552362447778,0.399875460772817,0.03321834951967918,-0.2141000438287578,0.0010499999999999997,-0.0007129531459497278,0.00033704685405027193
8005,0.01984126984126984,0.0014000000000000002,0.5578099999999999,2010-12-13,0.56,0.0031,560-20101217,5,0.13040907417832337,0.4197181392799365,0.030709066725163714,-0.4197181392799365,0.0002000000000000001,-0.00011561402366752598,8.438597633247411e-05
8006,0.015873015873015872,0.0014000000000000002,0.55864,2010-12-14,0.56,0.0024500000000000004,560-20101217,4,0.10945267362589592,0.4333615821875951,0.027685732776385065,-0.4197181392799365,-0.0006499999999999995,-0.0003483660556023928,-0.0009983660556023924
8007,0.011904761904761904,0.0014000000000000002,0.55623,2010-12-15,0.56,0.0013,560-20101217,3,0.11467567791657671,0.2972660588374574,0.02101368670544216,-0.4197181392799365,-0.0011500000000000004,0.0010115207156646568,-0.00013847928433534363
8008,0.007936507936507936,0.0014000000000000002,0.5594,2010-12-16,0.56,0.0032400000000000003,560-20101217,2,0.1774103369999138,0.47638785880807305,0.019846580066902327,-0.4197181392799365,0.0019400000000000003,-0.0013305065015174014,0.000609493498482599
8009,0.003968253968253968,0.0014000000000000002,0.55949,2010-12-17,0.56,0.0024,560-20101217,1,0.18808786233213806,0.471895586178532,0.014025639554654164,-0.4197181392799365,-0.0008400000000000005,-3.777463253520876e-05,-0.0008777746325352092
